,BeverageCategory,Beverage,Food,Rating
5698,Sake,Sake,Ceviche,3.5
5699,Sherry,"Sherry, Manzanilla",Ceviche,3.5
5700,White Wine,Verdicchio,Ceviche,3.5
5701,White Wine,Vinho Verde,Ceviche,3.5
5702,White Wine,Aligoté,Charcuterie,3.5
5703,Red Wine,Barbera DOC,Charcuterie,3.5
5704,White Wine,"Burgundy, White",Charcuterie,3.5
5705,Red Wine,Dolcetto (DOC),Charcuterie,3.5
5706,Red Wine,Merlot,Charcuterie,3.5
5707,White Wine,Muscadet,Charcuterie,3.5
5708,White Wine,Pinot Gris,Charcuterie,3.5
5709,Red Wine,Red Wine,Charcuterie,3.5
5710,White Wine,Sancerre,Charcuterie,3.5
5711,White Wine,Sauvignon Blanc,Charcuterie,3.5
5712,White Wine,White Wine,Charcuterie,3.5
5713,Beer,Piwo Grodziskie,Gouda Cheese,3.5
5714,Port,Port,Cheese,3.5
5715,White Wine,Riesling,Cheese,3.5
5716,Sherry,"Sherry, Sweet ",Cheese,3.5
5717,Beer,Piwo Grodziskie,Pumpkin Pie,3.5
5718,White Wine,White Wine,Alt Urgell Y La Cerdanya (Spanish Cheese),3.5
5719,Beer,Pilsner,American Cheese,3.5
5720,Red Wine,Barbaresco DOCG,Asiago Cheese,3.5
5721,Red Wine,Barbera DOC,Asiago Cheese,3.5
5722,Red Wine,Barolo,Asiago Cheese,3.5
5723,White Wine,Chardonnay,Asiago Cheese,3.5
5724,Red Wine,Nebbiolo,Asiago Cheese,3.5
5725,Sherry,"Sherry, Fino",Asiago Cheese,3.5
5726,Red Wine,Beaujolais,Baby Bel Cheese,3.5
5727,Sparkling Wine,"Asti Frizzante, (DOCG)",Baby Swiss Cheese,3.5
5728,White Wine,"Burgundy, White",Banon Cheese,3.5
5729,Red Wine,"Crozes Hermitage, Red",Banon Cheese,3.5
5730,Rosé,Rosé,Banon Cheese,3.5
5731,Red Wine,Bordeaux AOC Red,Beaufort Cheese,3.5
5732,White Wine,"Burgundy, White",Beaufort Cheese,3.5
5733,Red Wine,"Châteauneuf du Pape, Red",Beaufort Cheese,3.5
5734,Red Wine,"Côtes du Rhône Villages, Red",Beaufort Cheese,3.5
5735,Red Wine,Pinot Noir,Beaufort Cheese,3.5
5736,Red Wine,"Rhone, Red Wine",Beaufort Cheese,3.5
5737,White Wine,Sauternes,Beaufort Cheese,3.5
5738,White Wine,Chardonnay,Bel Paese Cheese,3.5
5739,Red Wine,Red Wine,Beyos Cheese,3.5
5740,Red Wine,Bordeaux AOC Red,Bleu D'Auvergne Cheese,3.5
5741,Dessert Wine,Sauternes,Bleu D'Auvergne Cheese,3.5
5742,Dessert Wine,Barsac,Black Beans,3.5
5743,Dessert Wine,Ice Wine,Blue Cheese,3.5
5744,Dessert Wine,Banyuls,Blue Cheese,3.5
5745,Sake,Sake,Blue Cheese,3.5
5746,Sparkling Wine,Sparkling Wine,Blue Cheese,3.5
5747,Liquor,Bourbon and Bourbon Cocktails,Boernkaas Cheese,3.5
5748,Liquor,"Calvados, Basse-Normandie",Boernkaas Cheese,3.5
5749,Liquor,Gin Based Drinks,Boernkaas Cheese,3.5
5750,Liquor,Whiskey and Whiskey Based Drinks,Boernkaas Cheese,3.5
5751,White Wine,Chardonnay,Brick Cheese,3.5
5752,White Wine,Pinot Grigio,Brick Cheese,3.5
5753,White Wine,Riesling,Brick Cheese,3.5
5754,White Wine,Sauvignon Blanc,Brick Cheese,3.5
5755,Beer,Piwo Grodziskie,Limburger Cheese,3.5
5756,White Wine,Chardonnay,Brie Cheese,3.5
5757,Beer,Stout,Brie De Meaux Cheese,3.5
5758,Red Wine,"Burgundy, Red",Brie De Meaux Cheese,3.5
5759,White Wine,"Burgundy, White",Brie De Meaux Cheese,3.5
5760,Sparkling Wine,Champagne,Brie De Meaux Cheese,3.5
5761,Red Wine,Bordeaux AOC Red,Brillat Savarin Cheese,3.5
5762,Sparkling Wine,Champagne,Brillat Savarin Cheese,3.5
5763,White Wine,"Burgundy, White",Brin D'Amour Cheese,3.5
5764,Sparkling Wine,"Champagne, Rosé ",Brin D'Amour Cheese,3.5
5765,White Wine,"Riesling, Alsace",Brin D'Amour Cheese,3.5
5766,Beer,Piwo Grodziskie,Morbier Cheese,3.5
5767,White Wine,Chardonnay,Bûcheron Cheese,3.5
5768,White Wine,Sauvignon Blanc,Bûcheron Cheese,3.5
5769,Sparkling Wine,"Champagne, Rosé ",Burrata Cheese,3.5
5770,Red Wine,Bordeaux AOC Red,Cabrales Cheese,3.5
5771,Sparkling Wine,Sparkling Wine,Cabrales Cheese,3.5
5772,Sparkling Wine,Cava,Cabrales Cheese,3.5
5773,Beer,Altbier,Salmon,3.5
5774,Beer,Pilsner,Camembert Cheese,3.5
5775,Red Wine,"Burgundy, Red",Camembert Cheese,3.5
5776,Red Wine,Cabernet Franc,Camembert Cheese,3.5
5777,White Wine,Chardonnay,Camembert Cheese,3.5
5778,Red Wine,"Châteauneuf du Pape, Red",Camembert Cheese,3.5
5779,White Wine,Chenin Blanc,Camembert Cheese,3.5
5780,Red Wine,Médoc,Camembert Cheese,3.5
5781,Red Wine,Merlot,Camembert Cheese,3.5
5782,White Wine,Riesling,Camembert Cheese,3.5
5783,Sake,Sake,Camembert Cheese,3.5
5784,Red Wine,Red Wine,Cantabria Cheese,3.5
5785,Red Wine,Beaujolais,Cantal Cheese,3.5
5786,Red Wine,"Burgundy, Red",Cantal Cheese,3.5
5787,Sparkling Wine,Champagne,Cantal Cheese,3.5
5788,White Wine,Chardonnay,Cantal Cheese,3.5
5789,White Wine,Pomerol,Cantal Cheese,3.5
5790,White Wine,Pouilly Fuissé,Cantal Cheese,3.5
5791,Red Wine,Barbaresco DOCG,Castelmagno Cheese,3.5
5792,Red Wine,"Côtes d'Auvergne, Red",Cantal Cheese,3.5
5793,White Wine,"Mâcon, White",Charolais Cheese,3.5
5794,White Wine,"Burgundy, White",Chaumes Cheese,3.5
5795,Red Wine,Pinot Noir,Chaumes Cheese,3.5
5796,White Wine,"Mâcon, White",Chavignol Cheese,3.5
5797,White Wine,Sancerre,Chavignol Cheese,3.5
5798,Red Wine,Amarone,Cheddar Cheese,3.5
5799,Sparkling Wine,Champagne,Cheddar Cheese,3.5
5800,White Wine,Clairette Blanche,Cheddar Cheese,3.5
5801,White Wine,Gewürztraminer,Cheddar Cheese,3.5
5802,Port,"Port, Ruby",Cheddar Cheese,3.5
5803,Port,"Port, Vintage",Cheddar Cheese,3.5
5804,Red Wine,Red Wine,Cheddar Cheese,3.5
5805,Sherry,Sherry,Cheddar Cheese,3.5
5806,Red Wine,"Burgundy, Red",Cheshire Cheese,3.5
5807,Juice,"Cider, Non Alcoholic",Cheshire Cheese,3.5
5808,White Wine,"Côtes du Rhône, White",Cheshire Cheese,3.5
5809,White Wine,Pouilly Fumé,Cheshire Cheese,3.5
5810,Red Wine,"Beaujolais, Cru",Chevre Cheese,3.5
5811,Beer,Wheat Beer,Chevre Cheese,3.5
5812,White Wine,Chenin Blanc,Chevre Cheese,3.5
5813,White Wine,Pinot Gris,Chevre Cheese,3.5
5814,Other,Moscadello di Montalcino,Chevre Cheese,3.5
5815,Other,Pineau des Charentes,Chevre Cheese,3.5
5816,White Wine,Pouilly Fumé,Chevre Cheese,3.5
5817,Rosé,Rosé,Chevre Cheese,3.5
5818,Beer,Altbier,Grilled Salmon ,3.5
5819,White Wine,Savennières,Chevre Cheese,3.5
5820,White Wine,Vouvray,Chevre Cheese,3.5
5821,Beer,English Brown Ale,Colby Cheese,3.5
5822,Tea,"Tea, Rose",Chevre Cheese,3.5
5823,Beer,Chimay,Chimay Cheese,3.5
5824,White Wine,Chardonnay,Colby Cheese,3.5
5825,Red Wine,Dolcetto (DOC),Colby Cheese,3.5
5826,Red Wine,Pinot Noir,Colby Cheese,3.5
5827,Port,Port,Colby Cheese,3.5
5828,Sherry,Sherry,Colby Cheese,3.5
5829,Red Wine,Zinfandel,Colby Cheese,3.5
5830,Beer,"Porter, Dry",Comté Cheese,3.5
5831,Beer,Stout,Comté Cheese,3.5
5832,Sparkling Wine,Champagne,Comté Cheese,3.5
5833,White Wine,Grüner Veltliner,Comté Cheese,3.5
5834,Red Wine,Pinot Noir,Comté Cheese,3.5
5835,White Wine,Chardonnay,Cotija Cheese,3.5
5836,White Wine,Riesling,Cotija Cheese,3.5
5837,White Wine,Chardonnay,Cream Cheese,3.5
5838,Dessert Wine,Ice Wine,Cream Cheese,3.5
5839,Red Wine,Pinot Noir,Cream Cheese,3.5
5840,White Wine,White Zinfandel,Cream Cheese,3.5
5841,White Wine,Arneis,Crottin Cheese,3.5
5842,Sparkling Wine,Champagne,Crottin Cheese,3.5
5843,White Wine,Chenin Blanc,Crottin Cheese,3.5
5844,Beer,Stout,Danish Blue Cheese,3.5
5845,Port,Port,Danish Blue Cheese,3.5
5846,White Wine,Chenin Blanc,Derby Cheese,3.5
5847,White Wine,Sauvignon Blanc,Derby Cheese,3.5
5848,White Wine,Riesling,Double Gloucester Cheese,3.5
5849,Beer,Altbier,Crab Cakes,3.5
5850,Beer,Wheat Beer,Edam Cheese,3.5
5851,Sparkling Wine,"Champagne, Dry",Edam Cheese,3.5
5852,Red Wine,Red Wine,Edam Cheese,3.5
5853,Red Wine,Shiraz,Edam Cheese,3.5
5854,Red Wine,Syrah,Edam Cheese,3.5
5855,Red Wine,Zinfandel,Edam Cheese,3.5
5856,White Wine,"Burgundy, White",Emmental Cheese,3.5
5857,White Wine,"Côtes du Rhône, White",Emmental Cheese,3.5
5858,Red Wine,Merlot,Emmental Cheese,3.5
5859,Red Wine,Shiraz,Emmental Cheese,3.5
5860,Red Wine,Syrah,Emmental Cheese,3.5
5861,Red Wine,Zinfandel,Emmental Cheese,3.5
5862,Red Wine,"Burgundy, Red",Epoisses Cheese,3.5
5863,Red Wine,"Châteauneuf du Pape, Red",Epoisses Cheese,3.5
5864,Beer,Dark,Emmental Cheese,3.5
5865,Sparkling Wine,"Champagne, Blanc de blancs ",Explorateur Cheese,3.5
5866,Other,Assyrtiko,Feta Cheese,3.5
5867,Red Wine,Merlot,Feta Cheese,3.5
5868,Other,Oaked Wine,Feta Cheese,3.5
5869,White Wine,Pinot Blanc,Feta Cheese,3.5
5870,White Wine,Pinot Gris,Feta Cheese,3.5
5871,Red Wine,Pinot Noir,Feta Cheese,3.5
5872,White Wine,Riesling,Feta Cheese,3.5
5873,White Wine,Sauvignon Blanc,Feta Cheese,3.5
5874,White Wine,Chenin Blanc,Fontina Cheese,3.5
5875,Red Wine,Chianti DOCG,Fontina Cheese,3.5
5876,White Wine,Gewürztraminer,Fontina Cheese,3.5
5877,Dessert Wine,Late Harvest White Wines,Fontina Cheese,3.5
5878,Red Wine,Nebbiolo,Fontina Cheese,3.5
5879,White Wine,Riesling,Fontina Cheese,3.5
5880,White Wine,Soave (Superiore),Fontina Cheese,3.5
5881,White Wine,Verdicchio,Fontina Cheese,3.5
5882,Red Wine,Beaujolais,Fourme D'ambert Cheese,3.5
5883,Red Wine,Bordeaux AOC Red,Fourme D'ambert Cheese,3.5
5884,White Wine,"Gewürztraminer, Alsace",Fourme D'ambert Cheese,3.5
5885,Red Wine,Crianza,Fourme D'ambert Cheese,3.5
5886,Sherry,"Sherry, Amontillado",Gamonedo Cheese,3.5
5887,Beer,Stout,Garrotxa Cheese,3.5
5888,White Wine,Chardonnay,Garrotxa Cheese,3.5
5889,White Wine,"Ribera del Duero, White",Garrotxa Cheese,3.5
5890,White Wine,"Riesling, Alsace",Garrotxa Cheese,3.5
5891,Beer,English Brown Ale,Gloucester Cheese,3.5
5892,Red Wine,Pinot Noir,Gloucester Cheese,3.5
5893,Red Wine,Zinfandel,Gloucester Cheese,3.5
5894,White Wine,Chardonnay,Goat Cheese,3.5
5895,Dessert Wine,Late Harvest Wines,Goat Cheese,3.5
5896,Red Wine,Pinot Noir,Goat Cheese,3.5
5897,Red Wine,Merlot,Osso Buco,3.5
5898,Juice,"Cider, Non Alcoholic",Goat Cheese,3.5
5899,Red Wine,Syrah,Goat Cheese,3.5
5900,Red Wine,Barbera DOC,Gorgonzola Cheese,3.5
5901,Red Wine,Brunello di Montalcino (DOCG),Gorgonzola Cheese,3.5
5902,Red Wine,"Chianti Classico, Riserva DOCG",Gorgonzola Cheese,3.5
5903,White Wine,Gewürztraminer,Gorgonzola Cheese,3.5
5904,Red Wine,Gigondas,Gorgonzola Cheese,3.5
5905,Dessert Wine,Late Harvest Wines,Gorgonzola Cheese,3.5
5906,Sherry,Sherry,Gorgonzola Cheese,3.5
5907,Sparkling Wine,Sparkling Wine,Gorgonzola Cheese,3.5
5908,Red Wine,Zinfandel,Gorgonzola Cheese,3.5
5909,Red Wine,Barbaresco DOCG,Gouda Cheese,3.5
5910,Red Wine,Barolo,Gouda Cheese,3.5
5911,Red Wine,Brunello di Montalcino (DOCG),Gouda Cheese,3.5
5912,Sparkling Wine,Champagne,Gouda Cheese,3.5
5913,White Wine,Chenin Blanc,Gouda Cheese,3.5
5914,White Wine,Côte Rôtie (AOC),Gouda Cheese,3.5
5915,Red Wine,Dolcetto (DOC),Gouda Cheese,3.5
5916,Red Wine,Merlot,Gouda Cheese,3.5
5917,White Wine,Pinot Blanc,Gouda Cheese,3.5
5918,Red Wine,Amarone,Grana Cheese,3.5
5919,Red Wine,Barolo,Grana Cheese,3.5
5920,Red Wine,Barbaresco DOCG,Grana Cheese,3.5
5921,Red Wine,Brunello di Montalcino (DOCG),Grana Cheese,3.5
5922,Sparkling Wine,Prosecco,Grana Cheese,3.5
5923,White Wine,Riesling,Gruyere Cheese,3.5
5924,Dessert Wine,"Riesling, Late Harvest",Gruyere Cheese,3.5
5925,White Wine,Sauvignon Blanc,Gruyere Cheese,3.5
5926,Sherry,"Sherry, Fino",Gruyere Cheese,3.5
5927,Sparkling Wine,"Sparkling Wine, Demi-Sec",Gruyere Cheese,3.5
5928,White Wine,White Wine,Gruyere Cheese,3.5
5929,Red Wine,Zinfandel,Gruyere Cheese,3.5
5930,Beer,Lager,Havarti Cheese,3.5
5931,Beer,Pilsner,Havarti Cheese,3.5
5932,Red Wine,Cabernet Sauvignon,Havarti Cheese,3.5
5933,White Wine,Chenin Blanc,Havarti Cheese,3.5
5934,White Wine,Muscadet,Havarti Cheese,3.5
5935,White Wine,Chablis,Jarlsberg Cheese,3.5
5936,Red Wine,Pinot Noir,Jarlsberg Cheese,3.5
5937,White Wine,Chardonnay,Lancashire Cheese,3.5
5938,White Wine,Grüner Veltliner,Lancashire Cheese,3.5
5939,White Wine,Muscadet,Lancashire Cheese,3.5
5940,Port,"Port, Tawny",Lancashire Cheese,3.5
5941,Beer,French,Livarot Cheese,3.5
5942,Juice,"Cider, Non Alcoholic",Livarot Cheese,3.5
5943,White Wine,"Gewürztraminer, Alsace",Livarot Cheese,3.5
5944,Sherry,"Sherry, Oloroso",Livarot Cheese,3.5
5945,Port,"Port, Tawny",Mahón Cheese,3.5
5946,Red Wine,Red Wine,Mahón Cheese,3.5
5947,Sherry,"Sherry, Manzanilla",Majorero Cheese,3.5
5948,Sherry,"Sherry, Oloroso",Majorero Cheese,3.5
5949,White Wine,"Muscat, Dry",Manchego Cheese,3.5
5950,White Wine,"Priorato, White",Manchego Cheese,3.5
5951,Red Wine,"Côtes du Rhône, Red",Osso Buco,3.5
5952,Red Wine,Shiraz,Manchego Cheese,3.5
5953,Red Wine,Syrah,Manchego Cheese,3.5
5954,Beer,Belgian Beer,Maroilles Cheese,3.5
5955,Red Wine,"Burgundy, Red",Maroilles Cheese,3.5
5956,Sparkling Wine,Champagne,Maroilles Cheese,3.5
5957,Red Wine,"Châteauneuf du Pape, Red",Maroilles Cheese,3.5
5958,Red Wine,"Côtes du Rhône, Red",Maroilles Cheese,3.5
5959,Liquor,Gin Based Drinks,Maroilles Cheese,3.5
5960,White Wine,"Pinot Gris, Alsace",Maroilles Cheese,3.5
5961,Red Wine,Cahors AOC,Mimolette Cheese,3.5
5962,Sparkling Wine,"Champagne, Rosé ",Mimolette Cheese,3.5
5963,White Wine,Saint-Émilion AOC,Mimolette Cheese,3.5
5964,Tea,Oolong Tea,Mimolette Cheese,3.5
5965,Sparkling Wine,Moscato d'Asti,Montenebero Cheese,3.5
5966,White Wine,Riesling,Montenebero Cheese,3.5
5967,Rosé,Rosé,Montenebero Cheese,3.5
5968,Dessert Wine,Sauternes,Montenebero Cheese,3.5
5969,Sparkling Wine,"Sherry, Sweet ",Montenebero Cheese,3.5
5970,White Wine,"Pinot Gris, Alsace",Montenebero Cheese,3.5
5971,Beer,Pilsner,Monterey Jack Cheese,3.5
5972,Red Wine,Bordeaux AOC Red,Monterey Jack Cheese,3.5
5973,White Wine,Chenin Blanc,Monterey Jack Cheese,3.5
5974,Red Wine,Merlot,Monterey Jack Cheese,3.5
5975,Port,"Port, Tawny",Monterey Jack Cheese,3.5
5976,Sherry,Sherry,Monterey Jack Cheese,3.5
5977,Red Wine,Shiraz,Monterey Jack Cheese,3.5
5978,Red Wine,Syrah,Monterey Jack Cheese,3.5
5979,Red Wine,Aglianico,Mozzarella Cheese,3.5
5980,Beer,Wheat Beer,Mozzarella Cheese,3.5
5981,White Wine,Chablis,Mozzarella Cheese,3.5
5982,Red Wine,Dolcetto (DOC),Mozzarella Cheese,3.5
5983,Other,Fiano,Mozzarella Cheese,3.5
5984,White Wine,Pinot Grigio,Mozzarella Cheese,3.5
5985,Red Wine,Pinot Noir,Mozzarella Cheese,3.5
5986,White Wine,Soave (Superiore),Mozzarella Cheese,3.5
5987,Red Wine,Barbera DOC,Morbier Cheese,3.5
5988,Red Wine,"Beaujolais, Cru",Morbier Cheese,3.5
5989,White Wine,"Burgundy, White",Morbier Cheese,3.5
5990,Red Wine,"Côtes du Rhône, Red",Morbier Cheese,3.5
5991,White Wine,"Riesling, Alsace",Morbier Cheese,3.5
5992,Red Wine,Barbera DOC,Muenster Cheese,3.5
5993,Red Wine,Bordeaux AOC Red,Muenster Cheese,3.5
5994,Red Wine,"Burgundy, Red",Muenster Cheese,3.5
5995,Red Wine,Dolcetto (DOC),Muenster Cheese,3.5
5996,Dessert Wine,Late Harvest Gewürztraminer,Muenster Cheese,3.5
5997,Fortified Wine,"Madeira, Bual",Muenster Cheese,3.5
5998,White Wine,Muscadet,Muenster Cheese,3.5
5999,Port,"Port, Tawny",Muenster Cheese,3.5
6000,Red Wine,Shiraz,Muenster Cheese,3.5
6001,Red Wine,Syrah,Muenster Cheese,3.5
6002,White Wine,"Pinot Gris, Alsace",Muenster Cheese,3.5
6003,Red Wine,Zinfandel,Muenster Cheese,3.5
6004,Red Wine,Barbera DOC,Parmesan Cheese,3.5
6005,Red Wine,Cabernet Sauvignon,Parmesan Cheese,3.5
6006,Liquor,"Calvados, Basse-Normandie",Parmesan Cheese,3.5
6007,Sparkling Wine,"Champagne, Dry",Parmesan Cheese,3.5
6008,White Wine,Chardonnay,Parmesan Cheese,3.5
6009,Other,Marc De Bourgogne,Parmesan Cheese,3.5
6010,Sparkling Wine,Prosecco,Parmesan Cheese,3.5
6011,Red Wine,Sangiovese,Parmesan Cheese,3.5
6012,Sherry,"Sherry, Cream ",Parmesan Cheese,3.5
6013,Sherry,"Sherry, Fino",Parmesan Cheese,3.5
6014,Red Wine,Valpolicella,Parmesan Cheese,3.5
6015,Red Wine,Zinfandel,Parmesan Cheese,3.5
6016,White Wine,Sancerre,Pave Affinois Cheese,3.5
6017,White Wine,Sauvignon Blanc,Pave Affinois Cheese,3.5
6018,Red Wine,Amarone,Pecorino Cheese,3.5
6019,Beer,American India Pale Ale,Vietnamese Cuisine,3.5
6020,Red Wine,Barolo,Pecorino Cheese,3.5
6021,Beer,English Brown Ale,Pecorino Cheese,3.5
6022,Red Wine,Merlot,Pecorino Cheese,3.5
6023,Port,"Port, Tawny",Pecorino Cheese,3.5
6024,Beer,American Pale Ale,Vietnamese Cuisine,3.5
6025,Red Wine,Sangiovese,Pecorino Cheese,3.5
6026,Red Wine,Valpolicella,Pecorino Cheese,3.5
6027,Liquor,"Scotch, Blended",Parmesan Cheese,3.5
6028,Sparkling Wine,"Champagne, Rosé ",Piave Cheese,3.5
6029,Red Wine,Grenache,Piave Cheese,3.5
6030,Sherry,"Sherry, Fino",Piave Cheese,3.5
6031,Beer,Chimay,Pont-L'eveque Cheese,3.5
6032,Beer,Ale,Pont-L'eveque Cheese,3.5
6033,Red Wine,Cabernet Sauvignon,Pont-L'eveque Cheese,3.5
6034,White Wine,Meursault,Pont-L'eveque Cheese,3.5
6035,Other,Hard Cider,Pont-L'eveque Cheese,3.5
6036,Port,"Port, Tawny",Pont-L'eveque Cheese,3.5
6037,Red Wine,Beaujolais,Port Salut Cheese,3.5
6038,Red Wine,Bordeaux AOC Red,Port Salut Cheese,3.5
6039,Red Wine,Cabernet Sauvignon,Port Salut Cheese,3.5
6040,Red Wine,Pinot Noir,Port Salut Cheese,3.5
6041,Red Wine,Red Wine,Port Salut Cheese,3.5
6042,White Wine,Riesling,Port Salut Cheese,3.5
6043,Red Wine,Barolo,Provolone Cheese,3.5
6044,Red Wine,Cabernet Sauvignon,Provolone Cheese,3.5
6045,White Wine,Chenin Blanc,Provolone Cheese,3.5
6046,Red Wine,Merlot,Provolone Cheese,3.5
6047,White Wine,Riesling,Provolone Cheese,3.5
6048,Dessert Wine,Vin Santo,Provolone Cheese,3.5
6049,Red Wine,Barbera DOC,Raclette Cheese,3.5
6050,White Wine,Chablis,Raclette Cheese,3.5
6051,White Wine,Gewürztraminer,Raclette Cheese,3.5
6052,Red Wine,Pinot Noir,Raclette Cheese,3.5
6053,White Wine,Riesling,Raclette Cheese,3.5
6054,White Wine,Sancerre,Raclette Cheese,3.5
6055,Red Wine,Syrah,Raclette Cheese,3.5
6056,Red Wine,"Burgundy, Red",Reblochon Cheese,3.5
6057,Other,"Hermitage, Red/White",Reblochon Cheese,3.5
6058,Port,"Port, Vintage",Reblochon Cheese,3.5
6059,White Wine,Kabinett Riesling,Reblochon Cheese,3.5
6060,White Wine,Sancerre,Reblochon Cheese,3.5
6061,White Wine,Sauvignon Blanc,Reblochon Cheese,3.5
6062,Red Wine,Saint-Émilion AOC,Reblochon Cheese,3.5
6063,White Wine,Chenin Blanc,Ricotta Cheese,3.5
6064,Other,Sweet Marsala,Ricotta Cheese,3.5
6065,White Wine,Pinot Grigio,Ricotta Cheese,3.5
6066,Port,"Port, Vintage",Ricotta Cheese,3.5
6067,Sparkling Wine,Prosecco,Robiola Cheese,3.5
6068,Red Wine,Barbera DOC,Romano Cheese,3.5
6069,Red Wine,Barolo,Romano Cheese,3.5
6070,Red Wine,Brunello di Montalcino (DOCG),Romano Cheese,3.5
6071,Red Wine,Chianti DOCG,Romano Cheese,3.5
6072,Red Wine,Nebbiolo,Romano Cheese,3.5
6073,Red Wine,Sangiovese,Romano Cheese,3.5
6074,White Wine,Albariño,Roncal Cheese,3.5
6075,White Wine,"Burgundy, White",Roncal Cheese,3.5
6076,Red Wine,Merlot,Roncal Cheese,3.5
6077,Red Wine,"Burgundy, Red",Roquefort Cheese,3.5
6078,White Wine,"Burgundy, White",Roquefort Cheese,3.5
6079,Red Wine,"Châteauneuf du Pape, Red",Roquefort Cheese,3.5
6080,Other,Crianza,Roquefort Cheese,3.5
6081,Red Wine,Cabernet Sauvignon,Roquefort Cheese,3.5
6082,Dessert Wine,Ice Wine,Roquefort Cheese,3.5
6083,Fortified Wine,Madeira,Roquefort Cheese,3.5
6084,White Wine,Meursault,Roquefort Cheese,3.5
6085,Red Wine,"Rhone, Red Wine",Roquefort Cheese,3.5
6086,Red Wine,Zinfandel,Roquefort Cheese,3.5
6087,White Wine,Chardonnay,Saint-Felicien Cheese,3.5
6088,White Wine,Sauvignon Blanc,Saint-Felicien Cheese,3.5
6089,Red Wine,Côte Rôtie (AOC),Saint-Marcellin Cheese,3.5
6090,Other,"Hermitage, Red/White",Saint-Marcellin Cheese,3.5
6091,Red Wine,"Châteauneuf du Pape, Red",Saint-Nectaire Cheese,3.5
6092,Red Wine,Pinot Noir,Saint-Nectaire Cheese,3.5
6093,Red Wine,"Languedoc, Red",Saint-Nectaire Cheese,3.5
6094,Red Wine,"Rhone, Red Wine",Saint-Nectaire Cheese,3.5
6095,White Wine,Vouvray,Saint-Nectaire Cheese,3.5
6096,Red Wine,Beaujolais,Sbrinz Cheese,3.5
6097,Sparkling Wine,Champagne,Sbrinz Cheese,3.5
6098,Port,"Port, Vintage",Sbrinz Cheese,3.5
6099,White Wine,"Pinot Gris, Alsace",Sbrinz Cheese,3.5
6100,White Wine,Bordeaux AOC White,Selles-Sur-Cher Cheese,3.5
6101,White Wine,"Burgundy, White",Selles-Sur-Cher Cheese,3.5
6102,White Wine,Sauvignon Blanc,Selles-Sur-Cher Cheese,3.5
6103,Port,"Port, Tawny",Serena Cheese,3.5
6104,Beer,Amber Ale,Sheep's Milk Cheese,3.5
6105,Red Wine,Cahors AOC,Sheep's Milk Cheese,3.5
6106,White Wine,"Muscat, Dry",Smoked Cheese,3.5
6107,Liquor,Whiskey and Whiskey Based Drinks,Smoked Cheese,3.5
6108,Red Wine,Barbaresco DOCG,Stilton Cheese,3.5
6109,Red Wine,Barolo,Stilton Cheese,3.5
6110,Red Wine,Bordeaux AOC Red,Stilton Cheese,3.5
6111,Beer,Scottish Ale,Venison,3.5
6112,Red Wine,"Rhone, Red Wine",Stilton Cheese,3.5
6113,Tea,"Tea, Lapsang Souchong, Wuyi, China",Stilton Cheese,3.5
6114,Red Wine,Zinfandel,Stilton Cheese,3.5
6115,White Wine,Gewürztraminer,Swiss Cheese,3.5
6116,Red Wine,Pinot Noir,Swiss Cheese,3.5
6117,Red Wine,"Rhone, Red Wine",Swiss Cheese,3.5
6118,White Wine,"Pinot Gris, Alsace",Swiss Cheese,3.5
6119,Red Wine,Brunello di Montalcino (DOCG),Taleggio Cheese,3.5
6120,Red Wine,Nebbiolo,Taleggio Cheese,3.5
6121,Red Wine,Cabernet Sauvignon,Teleme Cheese,3.5
6122,White Wine,Chardonnay,Teleme Cheese,3.5
6123,Red Wine,Merlot,Teleme Cheese,3.5
6124,White Wine,Sancerre,Teleme Cheese,3.5
6125,White Wine,Sauvignon Blanc,Teleme Cheese,3.5
6126,Red Wine,"Châteauneuf du Pape, Red",Tete De Moine Cheese,3.5
6127,Dessert Wine,Late Harvest Wines,Tete De Moine Cheese,3.5
6128,Port,"Port, Vintage",Tete De Moine Cheese,3.5
6129,Beer,Trappist,Venison,3.5
6130,White Wine,Albariño,Tetilla Cheese,3.5
6131,Beer,Abbey Beer,Venison,3.5
6132,Fortified Wine,Madeira,Triple Créme Cheese,3.5
6133,Red Wine,Bordeaux AOC Red,Vacherin Cheese,3.5
6134,Red Wine,"Burgundy, Red",Vacherin Cheese,3.5
6135,White Wine,"Burgundy, White",Vacherin Cheese,3.5
6136,White Wine,Chablis,Vacherin Cheese,3.5
6137,White Wine,Chardonnay,Vacherin Cheese,3.5
6138,White Wine,Pinot Gris,Vacherin Cheese,3.5
6139,White Wine,"Pinot Gris, Alsace",Vacherin Cheese,3.5
6140,Red Wine,Zinfandel,Valdeon Cheese,3.5
6141,White Wine,"Puligny-Montrachet, White",Vacherin Cheese,3.5
6142,Red Wine,"Beaujolais, Cru",Valdeon Cheese,3.5
6143,Red Wine,Gamay,Valdeon Cheese,3.5
6144,White Wine,"Muscat, Dry",Valdeon Cheese,3.5
6145,Sherry,"Sherry, Sweet ",Valdeon Cheese,3.5
6146,Red Wine,"Jumilla, Red",Valdeon Cheese,3.5
6147,Beer,Saison,Veal,3.5
6148,White Wine,Chardonnay,Vermont Shepherd Cheese,3.5
6149,Red Wine,Pinot Noir,Vermont Shepherd Cheese,3.5
